TILEMAP
60 15							-- Size of tile map in tiles
32 64 128  							-- Tile width,height & block size
images/tileset_palace.png 	-- Tilesheet
10 7						-- Number of tiles in tilesheet
3,3,3,3,0,3,3,0,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1,-1,21,21,20,24,24,20,22,23,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1,24,23,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
1,20,24,24,-1,-1,-1,-1,24,23,24,24,25,24,20,21,23,24,24,24,22,21,20,-1,-1,20,24,23,22,23,24,20,21,25,24,-1,-1,24,24,20,24,24,23,22,20,24,24,24,-1,24,24,24,-1,-1,-1,-1,-1,-1,-1,1,
3,3,3,2,-1,-1,-1,-1,4,4,1,2,0,3,3,0,3,3,1,2,0,0,1,-1,-1,1,3,1,3,3,4,3,4,3,2,-1,-1,0,1,0,3,1,1,3,0,1,3,2,-1,0,3,1,24,-1,-1,24,23,20,23,1,
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,23,-1,-1,-1,0,0,3,3,0,0,0,0,1,0,1,-1,23,1,23,24,-1,-1,-1,-1,-1,-1,1,
1,21,22,23,24,-1,22,20,-1,-1,-1,-1,-1,20,23,24,24,24,24,20,-1,-1,25,-1,-1,-1,24,25,22,24,24,23,24,1,23,-1,-1,27,23,24,24,21,23,24,20,21,22,23,24,1,1,23,24,-1,-1,-1,24,-1,24,2,
4,1,4,0,4,-1,2,2,23,24,22,-1,-1,24,23,24,20,22,23,1,23,23,2,23,-1,-1,24,24,24,23,3,0,0,2,-1,-1,23,4,3,3,1,0,3,3,4,1,3,0,0,1,24,24,24,23,-1,-1,24,24,-1,1,
1,-1,-1,-1,20,21,-1,-1,-1,-1,5,-1,-1,23,24,24,23,24,24,23,6,-1,-1,-1,-1,-1,23,24,23,24,1,3,3,2,23,-1,-1,24,-1,-1,5,-1,-1,-1,24,23,24,20,24,23,24,21,24,24,-1,-1,20,21,24,1,
1,23,23,23,1,2,25,-1,-1,23,24,20,22,23,24,25,20,22,23,24,23,24,22,23,-1,-1,23,24,24,23,1,-1,-1,-1,-1,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,23,22,23,1,
0,3,0,3,4,3,2,-1,23,2,0,2,1,1,3,1,3,1,2,3,3,3,3,2,-1,-1,2,0,0,1,1,20,23,25,22,24,24,24,24,1,21,23,24,25,24,24,23,24,24,24,23,24,24,24,24,24,24,24,24,2,
0,1,1,3,3,2,1,-1,23,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,0,2,-1,-1,1,1,0,3,3,2,3,0,3,1,2,0,3,1,0,3,3,3,3,3,3,0,0,3,3,3,1,1,1,2,1,2,1,1,
1,24,23,21,24,23,21,24,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,1,21,21,3,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0,3,4,4,1,3,3,2,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,2,1,2,1,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
