TILEMAP
60 12							-- Size of tile map in tiles
32 64 128  							-- Tile width,height & block size
images/tiles.png 	-- Tilesheet
10 6							-- Number of tiles in tilesheet
6,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,3,2,4,2,2,2,2,3,2,6,-1,-1,-1,-1,-1,22,20,20,21,20,21,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,20,-1,-1,-1,-1,0,2,2,2,
5,20,-1,-1,-1,-1,21,-1,22,-1,20,-1,21,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,-1,22,20,20,20,20,-1,0,3,2,4,2,3,5,20,22,-1,-1,20,20,-1,-1,20,24,-1,-1,20,22,-1,-1,0,3,2,2,
5,20,-1,-1,-1,-1,5,-1,5,-1,5,-1,0,2,5,22,21,-1,-1,20,20,-1,-1,25,20,21,20,0,2,3,2,5,23,20,21,-1,20,20,-1,-1,0,5,-1,-1,0,5,25,24,-1,-1,21,20,-1,-1,20,24,0,2,4,2,
5,20,-1,-1,-1,-1,5,-1,5,-1,5,-1,0,4,2,3,5,24,24,0,5,24,24,0,2,2,2,2,2,2,2,2,2,2,5,-1,0,5,20,-1,-1,5,-1,-1,0,2,3,5,23,20,-1,-1,24,20,0,4,2,2,2,2,
5,21,20,20,22,20,-1,-1,5,-1,5,-1,0,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,3,2,5,24,0,5,-1,-1,20,5,-1,-1,0,4,2,2,2,5,20,-1,0,3,2,2,2,4,2,2,
0,2,4,2,3,5,21,20,20,20,20,23,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,5,20,-1,-1,5,-1,-1,0,2,3,2,4,5,20,20,20,20,20,20,20,-1,-1,0,
0,2,2,3,2,2,2,2,3,2,2,3,5,20,20,20,20,20,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,5,-1,-1,20,5,-1,-1,5,25,21,-1,0,5,21,20,20,-1,20,20,20,-1,-1,0,
5,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,0,2,2,5,-1,20,-1,-1,20,20,20,20,20,22,-1,-1,-1,-1,20,25,20,21,20,20,21,20,22,-1,-1,5,-1,-1,0,2,5,20,20,20,22,20,20,-1,20,20,20,-1,-1,0,
5,21,20,20,21,20,24,5,20,22,20,20,20,20,22,21,23,20,-1,-1,20,21,20,0,4,5,20,-1,-1,20,0,2,2,2,2,4,3,2,5,-1,23,22,-1,-1,-1,-1,20,21,20,20,20,22,20,-1,20,21,25,-1,-1,0,
0,4,2,2,2,2,2,2,2,2,3,2,2,2,2,4,2,5,24,24,0,2,4,2,2,2,5,21,20,0,2,2,2,4,2,2,2,2,5,24,0,5,20,23,23,23,0,2,4,2,3,2,5,23,20,20,5,24,24,0,
0,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,
0,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,
